New_ID,iMab100nM_6.5_5,imseeker
V2_IMOTIF_4449,18.85,0.457
V2_IMOTIF_445,0.62,0.0
V2_IMOTIF_4450,20.05,0.492
V2_IMOTIF_4451,19.94,0.492
V2_IMOTIF_4452,22.21,0.447
V2_IMOTIF_4453,12.14,0.408
V2_IMOTIF_4454,16.89,0.388
V2_IMOTIF_4455,14.21,0.0
V2_IMOTIF_4456,14.48,0.0
V2_IMOTIF_4457,12.41,0.0
V2_IMOTIF_4458,20.68,0.445
V2_IMOTIF_4459,12.5,0.424
V2_IMOTIF_446,-0.43,0.0
V2_IMOTIF_4460,20.31,0.489
V2_IMOTIF_4461,31.52,0.387
V2_IMOTIF_4462,23.8,0.0
V2_IMOTIF_4463,29.31,0.0
V2_IMOTIF_4464,27.8,0.0
V2_IMOTIF_4465,21.94,0.447
V2_IMOTIF_4466,25.86,0.448
V2_IMOTIF_4467,14.53,0.393
V2_IMOTIF_4468,18.45,0.447
V2_IMOTIF_4469,19.62,0.447
V2_IMOTIF_447,0.03,0.0
V2_IMOTIF_4470,39.77,0.311
V2_IMOTIF_4471,36.11,0.306
V2_IMOTIF_4472,28.0,0.0
V2_IMOTIF_4473,22.1,0.494
V2_IMOTIF_4474,16.39,0.442
V2_IMOTIF_4475,11.03,0.504
V2_IMOTIF_4476,10.41,0.436
V2_IMOTIF_4477,25.49,0.467
V2_IMOTIF_4478,27.53,0.405
V2_IMOTIF_4479,5.39,0.439
V2_IMOTIF_448,1.73,0.0
V2_IMOTIF_4480,9.55,0.439
V2_IMOTIF_4481,31.83,0.466
V2_IMOTIF_4482,26.48,0.373
V2_IMOTIF_4483,31.48,0.426
V2_IMOTIF_4484,3.56,0.438
V2_IMOTIF_4485,14.56,0.525
V2_IMOTIF_4486,26.65,0.439
V2_IMOTIF_4487,33.59,0.441
V2_IMOTIF_4488,34.49,0.451
V2_IMOTIF_4489,15.18,0.444
V2_IMOTIF_449,0.17,0.0
V2_IMOTIF_4490,14.77,0.427
V2_IMOTIF_4491,21.99,0.442
V2_IMOTIF_4492,24.7,0.451
V2_IMOTIF_4493,15.08,0.438
V2_IMOTIF_4494,13.16,0.427
V2_IMOTIF_4495,9.78,0.449
V2_IMOTIF_4496,22.94,0.441
V2_IMOTIF_4497,26.23,0.431
V2_IMOTIF_4498,20.43,0.438
V2_IMOTIF_4499,12.73,0.451
V2_IMOTIF_45,-0.38,0.0
V2_IMOTIF_450,-0.45,0.0
V2_IMOTIF_4500,14.4,0.438
V2_IMOTIF_4501,11.14,0.453
V2_IMOTIF_4502,17.28,0.39
V2_IMOTIF_4503,16.39,0.441
V2_IMOTIF_4504,15.76,0.0
V2_IMOTIF_4505,16.24,0.0
V2_IMOTIF_4506,15.42,0.0
V2_IMOTIF_4507,22.29,0.0
V2_IMOTIF_4508,14.1,0.0
V2_IMOTIF_4509,11.56,0.0
V2_IMOTIF_451,-0.36,0.0
V2_IMOTIF_4510,4.69,0.0
V2_IMOTIF_4511,18.59,0.0
V2_IMOTIF_4512,17.52,0.443
V2_IMOTIF_4513,16.29,0.444
V2_IMOTIF_4514,14.17,0.525
V2_IMOTIF_4515,30.57,0.444
V2_IMOTIF_4516,18.79,0.444
V2_IMOTIF_4517,22.96,0.444
V2_IMOTIF_4518,21.36,0.457
V2_IMOTIF_4519,24.44,0.46
V2_IMOTIF_452,-0.48,0.0
V2_IMOTIF_4520,19.11,0.446
V2_IMOTIF_4521,28.81,0.389
V2_IMOTIF_4522,40.12,0.26
V2_IMOTIF_4523,35.9,0.26
V2_IMOTIF_4524,23.86,0.494
V2_IMOTIF_4525,22.82,0.407
V2_IMOTIF_4526,21.05,0.408
V2_IMOTIF_4527,16.44,0.0
V2_IMOTIF_4528,15.4,0.486
V2_IMOTIF_4529,28.14,0.405
V2_IMOTIF_453,13.82,0.0
V2_IMOTIF_4530,23.54,0.474
V2_IMOTIF_4531,18.4,0.407
V2_IMOTIF_4532,20.71,0.435
V2_IMOTIF_4533,20.67,0.486
V2_IMOTIF_4534,19.02,0.394
V2_IMOTIF_4535,19.08,0.42
V2_IMOTIF_4536,16.53,0.422
V2_IMOTIF_4537,21.49,0.375
V2_IMOTIF_4538,38.8,0.449
V2_IMOTIF_4539,10.79,0.429
V2_IMOTIF_454,-0.35,0.0
V2_IMOTIF_4540,10.29,0.398
V2_IMOTIF_4541,38.22,0.249
V2_IMOTIF_4542,42.97,0.348
V2_IMOTIF_4543,19.1,0.431
V2_IMOTIF_4544,43.11,0.238
V2_IMOTIF_4545,37.18,0.285
V2_IMOTIF_4546,34.71,0.309
V2_IMOTIF_4547,19.08,0.308
V2_IMOTIF_4548,29.85,0.378
V2_IMOTIF_4549,27.49,0.393
V2_IMOTIF_455,-0.38,0.0
V2_IMOTIF_4550,19.03,0.34
V2_IMOTIF_4551,28.23,0.552
V2_IMOTIF_4552,32.22,0.429
V2_IMOTIF_4553,21.83,0.0
V2_IMOTIF_4554,16.57,0.0
V2_IMOTIF_4555,16.43,0.446
V2_IMOTIF_4556,19.75,0.0
V2_IMOTIF_4557,18.73,0.429
V2_IMOTIF_4558,17.45,0.41
V2_IMOTIF_4559,31.12,0.343
V2_IMOTIF_456,-0.48,0.0
V2_IMOTIF_4560,35.84,0.343
V2_IMOTIF_4561,22.1,0.383
V2_IMOTIF_4562,23.08,0.399
V2_IMOTIF_4563,21.78,0.315
V2_IMOTIF_4564,20.03,0.0
V2_IMOTIF_4565,20.23,0.505
V2_IMOTIF_4566,24.04,0.501
V2_IMOTIF_4567,21.62,0.247
V2_IMOTIF_4568,19.12,0.453
V2_IMOTIF_4569,20.97,0.445
V2_IMOTIF_457,-0.38,0.0
V2_IMOTIF_4570,17.59,0.534
V2_IMOTIF_4571,34.34,0.399
V2_IMOTIF_4572,36.74,0.353
V2_IMOTIF_4573,30.21,0.344
V2_IMOTIF_4574,28.97,0.363
V2_IMOTIF_4575,29.01,0.362
V2_IMOTIF_4576,34.18,0.372
V2_IMOTIF_4577,24.56,0.391
V2_IMOTIF_4578,27.14,0.375
V2_IMOTIF_4579,26.44,0.369
V2_IMOTIF_458,3.89,0.0
V2_IMOTIF_4580,23.34,0.362
V2_IMOTIF_4581,1.66,0.0
V2_IMOTIF_4582,40.15,0.374
V2_IMOTIF_4583,38.98,0.353
V2_IMOTIF_4584,29.85,0.405
V2_IMOTIF_4585,27.27,0.393
V2_IMOTIF_4586,36.61,0.452
V2_IMOTIF_4587,36.84,0.372
V2_IMOTIF_4588,49.66,0.372
V2_IMOTIF_4589,19.38,0.407
V2_IMOTIF_459,-0.48,0.0
V2_IMOTIF_4590,33.8,0.37
V2_IMOTIF_4591,39.82,0.365
V2_IMOTIF_4592,36.54,0.433
V2_IMOTIF_4593,20.55,0.54
V2_IMOTIF_4594,28.92,0.457
V2_IMOTIF_4595,26.58,0.483
V2_IMOTIF_4596,25.17,0.401
V2_IMOTIF_4597,37.46,0.371
V2_IMOTIF_4598,30.03,0.374
V2_IMOTIF_4599,25.32,0.373
V2_IMOTIF_46,-0.33,0.0
V2_IMOTIF_460,-0.45,0.0
V2_IMOTIF_4600,19.67,0.0
V2_IMOTIF_4601,29.44,0.336
V2_IMOTIF_4602,16.25,0.376
V2_IMOTIF_4603,18.16,0.399
V2_IMOTIF_4604,18.12,0.0
V2_IMOTIF_4605,27.89,0.369
V2_IMOTIF_4606,23.43,0.365
V2_IMOTIF_4607,25.93,0.409
V2_IMOTIF_4608,24.05,0.426
V2_IMOTIF_4609,41.83,0.338
V2_IMOTIF_461,-0.44,0.0
V2_IMOTIF_4610,38.01,0.347
V2_IMOTIF_4611,31.23,0.382
V2_IMOTIF_4612,19.79,0.388
V2_IMOTIF_4613,19.91,0.383
V2_IMOTIF_4614,28.86,0.388
V2_IMOTIF_4615,22.9,0.381
V2_IMOTIF_4616,20.02,0.346
V2_IMOTIF_4617,60.58,0.323
V2_IMOTIF_4618,40.41,0.332
V2_IMOTIF_4619,46.29,0.334
V2_IMOTIF_462,4.45,0.0
V2_IMOTIF_4620,33.63,0.352
V2_IMOTIF_4621,29.65,0.393
V2_IMOTIF_4622,25.05,0.367
V2_IMOTIF_4623,23.77,0.348
V2_IMOTIF_4624,17.42,0.407
V2_IMOTIF_4625,27.34,0.301
V2_IMOTIF_4626,17.38,0.438
V2_IMOTIF_4627,20.57,0.398
V2_IMOTIF_4628,14.16,0.398
V2_IMOTIF_4629,11.46,0.37
V2_IMOTIF_463,-0.21,0.0
V2_IMOTIF_4630,41.1,0.268
V2_IMOTIF_4631,2.1,0.344
V2_IMOTIF_4632,38.37,0.356
V2_IMOTIF_4633,42.22,0.365
V2_IMOTIF_4634,35.54,0.393
V2_IMOTIF_4635,30.48,0.452
V2_IMOTIF_4636,30.99,0.259
V2_IMOTIF_4637,27.32,0.271
V2_IMOTIF_4638,51.16,0.35
V2_IMOTIF_4639,50.37,0.332
V2_IMOTIF_464,10.99,0.0
V2_IMOTIF_4640,45.91,0.339
V2_IMOTIF_4641,44.31,0.339
V2_IMOTIF_4642,23.04,0.372
V2_IMOTIF_4643,25.77,0.37
V2_IMOTIF_4644,24.66,0.356
V2_IMOTIF_4645,15.05,0.386
V2_IMOTIF_4646,19.01,0.388
V2_IMOTIF_4647,36.46,0.338
V2_IMOTIF_4648,31.78,0.29
V2_IMOTIF_4649,20.83,0.464
V2_IMOTIF_465,8.24,0.0
V2_IMOTIF_4650,38.92,0.413
V2_IMOTIF_4651,31.43,0.42
V2_IMOTIF_4652,43.61,0.419
V2_IMOTIF_4653,46.79,0.419
V2_IMOTIF_4654,42.07,0.409
V2_IMOTIF_4655,46.49,0.372
V2_IMOTIF_4656,29.54,0.375
V2_IMOTIF_4657,39.33,0.477
V2_IMOTIF_4658,28.72,0.428
V2_IMOTIF_4659,29.29,0.431
V2_IMOTIF_466,3.64,0.367
V2_IMOTIF_4660,22.76,0.425
V2_IMOTIF_4661,44.35,0.387
V2_IMOTIF_4662,37.86,0.385
V2_IMOTIF_4663,20.65,0.506
V2_IMOTIF_4664,43.6,0.275
V2_IMOTIF_4665,45.81,0.22
V2_IMOTIF_4666,33.32,0.375
V2_IMOTIF_4667,33.48,0.367
V2_IMOTIF_4668,33.79,0.386
V2_IMOTIF_4669,29.5,0.387
V2_IMOTIF_467,-0.49,0.0
V2_IMOTIF_4670,36.69,0.392
V2_IMOTIF_4671,22.18,0.403
V2_IMOTIF_4672,27.84,0.348
V2_IMOTIF_4673,33.87,0.379
V2_IMOTIF_4674,14.27,0.456
V2_IMOTIF_4675,18.51,0.421
V2_IMOTIF_4676,33.19,0.305
V2_IMOTIF_4677,23.65,0.345
V2_IMOTIF_4678,14.57,0.269
V2_IMOTIF_4679,24.75,0.28
V2_IMOTIF_468,21.73,0.341
V2_IMOTIF_4680,13.09,0.499
V2_IMOTIF_4681,13.44,0.501
V2_IMOTIF_4682,38.6,0.392
V2_IMOTIF_4683,32.4,0.413
V2_IMOTIF_4684,37.88,0.408
V2_IMOTIF_4685,22.6,0.413
V2_IMOTIF_4686,43.99,0.485
V2_IMOTIF_4687,36.68,0.433
V2_IMOTIF_4688,44.99,0.435
V2_IMOTIF_4689,36.36,0.436
V2_IMOTIF_469,7.8,0.419
V2_IMOTIF_4690,34.58,0.4
V2_IMOTIF_4691,36.0,0.452
V2_IMOTIF_4692,28.58,0.488
V2_IMOTIF_4693,12.08,0.464
V2_IMOTIF_4694,8.75,0.472
V2_IMOTIF_4695,7.84,0.483
V2_IMOTIF_4696,31.5,0.0
V2_IMOTIF_4697,37.34,0.407
V2_IMOTIF_4698,22.06,0.257
V2_IMOTIF_4699,27.55,0.461
V2_IMOTIF_47,-0.46,0.0
V2_IMOTIF_470,6.08,0.318
V2_IMOTIF_4700,30.37,0.437
V2_IMOTIF_4701,23.28,0.406
V2_IMOTIF_4702,18.65,0.454
V2_IMOTIF_4703,13.5,0.479
V2_IMOTIF_4704,21.01,0.408
V2_IMOTIF_4705,22.68,0.456
V2_IMOTIF_4706,23.33,0.416
V2_IMOTIF_4707,28.61,0.416
V2_IMOTIF_4708,16.33,0.418
V2_IMOTIF_4709,32.0,0.265
V2_IMOTIF_471,6.5,0.391
V2_IMOTIF_4710,26.93,0.326
V2_IMOTIF_4711,25.85,0.337
V2_IMOTIF_4712,34.13,0.246
V2_IMOTIF_4713,36.22,0.305
V2_IMOTIF_4714,30.23,0.345
V2_IMOTIF_4715,25.99,0.404
V2_IMOTIF_4716,37.65,0.408
V2_IMOTIF_4717,28.76,0.402
V2_IMOTIF_4718,36.96,0.367
V2_IMOTIF_4719,40.66,0.367
V2_IMOTIF_472,14.64,0.0
V2_IMOTIF_4720,30.42,0.374
V2_IMOTIF_4721,26.05,0.407
V2_IMOTIF_4722,26.4,0.458
V2_IMOTIF_4723,35.72,0.355
V2_IMOTIF_4724,29.49,0.372
V2_IMOTIF_4725,24.44,0.411
V2_IMOTIF_4726,38.05,0.379
V2_IMOTIF_4727,37.79,0.386
V2_IMOTIF_4728,29.66,0.367
V2_IMOTIF_4729,21.65,0.422
V2_IMOTIF_473,4.08,0.227
V2_IMOTIF_4730,37.85,0.485
V2_IMOTIF_4731,26.45,0.473
V2_IMOTIF_4732,20.08,0.482
V2_IMOTIF_4733,25.41,0.437
V2_IMOTIF_4734,21.23,0.403
V2_IMOTIF_4735,32.37,0.395
V2_IMOTIF_4736,17.03,0.0
V2_IMOTIF_4737,38.85,0.0
V2_IMOTIF_4738,26.78,0.0
V2_IMOTIF_4739,24.75,0.0
V2_IMOTIF_474,-0.26,0.0
V2_IMOTIF_4740,19.07,0.0
V2_IMOTIF_4741,32.08,0.334
V2_IMOTIF_4742,23.26,0.435
V2_IMOTIF_4743,29.91,0.383
V2_IMOTIF_4744,30.46,0.363
V2_IMOTIF_4745,22.79,0.372
V2_IMOTIF_4746,27.45,0.425
V2_IMOTIF_4747,25.76,0.474
V2_IMOTIF_4748,17.53,0.519
V2_IMOTIF_4749,20.19,0.519
V2_IMOTIF_475,-0.12,0.385
V2_IMOTIF_4750,17.14,0.437
V2_IMOTIF_4751,17.53,0.423
V2_IMOTIF_4752,26.49,0.381
V2_IMOTIF_4753,25.76,0.372
V2_IMOTIF_4754,33.27,0.413
V2_IMOTIF_4755,26.06,0.433
V2_IMOTIF_4756,34.44,0.41
V2_IMOTIF_4757,18.81,0.458
V2_IMOTIF_4758,23.49,0.447
V2_IMOTIF_4759,32.68,0.371
V2_IMOTIF_476,-0.38,0.0
V2_IMOTIF_4760,30.25,0.377
V2_IMOTIF_4761,24.34,0.419
V2_IMOTIF_4762,28.42,0.413
V2_IMOTIF_4763,23.49,0.0
V2_IMOTIF_4764,20.09,0.38
V2_IMOTIF_4765,31.85,0.362
V2_IMOTIF_4766,30.05,0.417
V2_IMOTIF_4767,28.02,0.424
V2_IMOTIF_4768,23.84,0.425
V2_IMOTIF_4769,22.47,0.425
V2_IMOTIF_477,10.77,0.0
V2_IMOTIF_4770,26.86,0.474
V2_IMOTIF_4771,7.94,0.0
V2_IMOTIF_4772,34.85,0.425
V2_IMOTIF_4773,32.3,0.34
V2_IMOTIF_4774,17.33,0.421
V2_IMOTIF_4775,18.26,0.458
V2_IMOTIF_4776,29.11,0.421
V2_IMOTIF_4777,14.12,0.418
V2_IMOTIF_4778,22.96,0.418
V2_IMOTIF_4779,22.14,0.4
V2_IMOTIF_478,14.45,0.0
V2_IMOTIF_4780,22.85,0.399
V2_IMOTIF_4781,25.1,0.34
V2_IMOTIF_4782,27.68,0.35
V2_IMOTIF_4783,40.3,0.352
V2_IMOTIF_4784,28.26,0.357
V2_IMOTIF_4785,24.19,0.36
V2_IMOTIF_4786,33.43,0.367
V2_IMOTIF_4787,16.25,0.483
V2_IMOTIF_4788,50.56,0.408
V2_IMOTIF_4789,54.36,0.4
V2_IMOTIF_479,0.17,0.302
V2_IMOTIF_4790,42.81,0.351
V2_IMOTIF_4791,43.04,0.351
V2_IMOTIF_4792,46.46,0.351
V2_IMOTIF_4793,45.28,0.358
V2_IMOTIF_4794,23.61,0.373
V2_IMOTIF_4795,29.47,0.458
V2_IMOTIF_4796,22.99,0.43
V2_IMOTIF_4797,21.34,0.43
V2_IMOTIF_4798,21.69,0.382
V2_IMOTIF_4799,20.34,0.398
V2_IMOTIF_48,-0.43,0.0
V2_IMOTIF_480,1.25,0.35
V2_IMOTIF_4800,33.13,0.351
V2_IMOTIF_4801,33.63,0.42
V2_IMOTIF_4802,30.9,0.48
V2_IMOTIF_4803,25.92,0.473
V2_IMOTIF_4804,14.58,0.422
V2_IMOTIF_4805,19.98,0.503
V2_IMOTIF_4806,26.6,0.422
V2_IMOTIF_4807,21.9,0.0
V2_IMOTIF_4808,29.84,0.434
V2_IMOTIF_4809,19.65,0.432
V2_IMOTIF_481,18.51,0.179
V2_IMOTIF_4810,29.27,0.422
V2_IMOTIF_4811,22.98,0.465
V2_IMOTIF_4812,15.93,0.41
V2_IMOTIF_4813,18.5,0.404
V2_IMOTIF_4814,22.13,0.473
V2_IMOTIF_4815,25.94,0.461
V2_IMOTIF_4816,16.67,0.0
V2_IMOTIF_4817,30.44,0.376
V2_IMOTIF_4818,13.58,0.409
V2_IMOTIF_4819,36.1,0.403
V2_IMOTIF_482,4.3,0.0
V2_IMOTIF_4820,10.03,0.0
V2_IMOTIF_4821,13.25,0.0
V2_IMOTIF_4822,25.21,0.464
V2_IMOTIF_4823,15.4,0.431
V2_IMOTIF_4824,30.86,0.407
V2_IMOTIF_4825,14.78,0.421
V2_IMOTIF_4826,31.66,0.457
V2_IMOTIF_4827,27.94,0.429
V2_IMOTIF_4828,23.33,0.4
V2_IMOTIF_4829,19.25,0.4
V2_IMOTIF_483,0.13,0.0
V2_IMOTIF_4830,25.5,0.299
V2_IMOTIF_4831,21.15,0.528
V2_IMOTIF_4832,24.8,0.46
V2_IMOTIF_4833,38.0,0.384
V2_IMOTIF_4834,17.9,0.451
V2_IMOTIF_4835,22.19,0.0
V2_IMOTIF_4836,12.78,0.392
V2_IMOTIF_4837,19.28,0.421
V2_IMOTIF_4838,2.3,0.446
V2_IMOTIF_4839,25.81,0.421
V2_IMOTIF_484,-0.48,0.0
V2_IMOTIF_4840,16.21,0.411
V2_IMOTIF_4841,11.98,0.43
V2_IMOTIF_4842,21.63,0.44
V2_IMOTIF_4843,17.1,0.236
V2_IMOTIF_4844,19.23,0.236
V2_IMOTIF_4845,21.09,0.47
V2_IMOTIF_4846,35.08,0.43
V2_IMOTIF_4847,2.37,0.0
V2_IMOTIF_4848,16.65,0.455
V2_IMOTIF_4849,-0.18,0.0
V2_IMOTIF_485,0.41,0.422
V2_IMOTIF_4850,42.21,0.354
V2_IMOTIF_4851,39.71,0.362
V2_IMOTIF_4852,33.83,0.37
V2_IMOTIF_4853,45.38,0.391
V2_IMOTIF_4854,41.38,0.36
V2_IMOTIF_4855,41.16,0.375
V2_IMOTIF_4856,34.43,0.412
V2_IMOTIF_4857,39.56,0.41
V2_IMOTIF_4858,15.83,0.0
V2_IMOTIF_4859,19.03,0.475
V2_IMOTIF_486,1.8,0.0
V2_IMOTIF_4860,35.55,0.436
V2_IMOTIF_4861,18.14,0.465
V2_IMOTIF_4862,18.17,0.416
V2_IMOTIF_4863,23.78,0.0
V2_IMOTIF_4864,26.16,0.373
V2_IMOTIF_4865,33.66,0.475
V2_IMOTIF_4866,25.01,0.412
V2_IMOTIF_4867,29.58,0.436
V2_IMOTIF_4868,19.74,0.0
V2_IMOTIF_4869,24.97,0.0
V2_IMOTIF_487,26.44,0.165
V2_IMOTIF_4870,46.56,0.363
V2_IMOTIF_4871,45.86,0.395
V2_IMOTIF_4872,40.14,0.382
V2_IMOTIF_4873,34.39,0.401
V2_IMOTIF_4874,32.13,0.483
V2_IMOTIF_4875,27.45,0.455
V2_IMOTIF_4876,29.97,0.426
V2_IMOTIF_4877,24.41,0.0
V2_IMOTIF_4878,20.21,0.0
V2_IMOTIF_4879,29.08,0.444
V2_IMOTIF_488,19.82,0.242
V2_IMOTIF_4880,19.47,0.444
V2_IMOTIF_4881,23.94,0.407
V2_IMOTIF_4882,17.67,0.539
V2_IMOTIF_4883,34.57,0.434
V2_IMOTIF_4884,41.19,0.398
V2_IMOTIF_4885,38.69,0.347
V2_IMOTIF_4886,38.86,0.295
V2_IMOTIF_4887,28.92,0.3
V2_IMOTIF_4888,28.18,0.305
V2_IMOTIF_4889,21.36,0.0
V2_IMOTIF_489,-0.44,0.0
V2_IMOTIF_4890,29.07,0.366
V2_IMOTIF_4891,33.5,0.413
V2_IMOTIF_4892,21.42,0.424
V2_IMOTIF_4893,19.15,0.422
V2_IMOTIF_4894,13.3,0.501
V2_IMOTIF_4895,22.46,0.482
V2_IMOTIF_4896,21.83,0.453
V2_IMOTIF_4897,38.42,0.0
V2_IMOTIF_4898,13.65,0.39
V2_IMOTIF_4899,34.6,0.413
V2_IMOTIF_49,-0.48,0.0
V2_IMOTIF_490,-0.45,0.34
V2_IMOTIF_4900,19.61,0.419
V2_IMOTIF_4901,8.26,0.456
V2_IMOTIF_4902,13.82,0.0
V2_IMOTIF_4903,2.88,0.0
V2_IMOTIF_4904,30.88,0.438
V2_IMOTIF_4905,31.71,0.442
V2_IMOTIF_4906,13.73,0.548
V2_IMOTIF_4907,16.09,0.0
V2_IMOTIF_4908,13.64,0.0
V2_IMOTIF_4909,7.36,0.494
V2_IMOTIF_491,-0.37,0.0
V2_IMOTIF_4910,2.79,0.496
V2_IMOTIF_4911,0.94,0.503
V2_IMOTIF_4912,0.16,0.454
V2_IMOTIF_4913,32.14,0.548
V2_IMOTIF_4914,39.54,0.554
V2_IMOTIF_4915,9.73,0.559
V2_IMOTIF_4916,13.61,0.567
V2_IMOTIF_4917,16.31,0.504
V2_IMOTIF_4918,27.21,0.415
V2_IMOTIF_4919,-0.28,0.394
V2_IMOTIF_492,-0.37,0.0
V2_IMOTIF_4920,8.95,0.533
V2_IMOTIF_4921,19.89,0.496
V2_IMOTIF_4922,29.28,0.409
V2_IMOTIF_4923,33.57,0.379
V2_IMOTIF_4924,35.44,0.405
V2_IMOTIF_4925,41.38,0.41
V2_IMOTIF_4926,23.06,0.5
V2_IMOTIF_4927,37.35,0.477
V2_IMOTIF_4928,43.14,0.425
V2_IMOTIF_4929,35.46,0.373
V2_IMOTIF_493,20.49,0.18
V2_IMOTIF_4930,42.72,0.375
V2_IMOTIF_4931,19.81,0.543
V2_IMOTIF_4932,24.56,0.465
V2_IMOTIF_4933,16.77,0.521
V2_IMOTIF_4934,17.8,0.0
V2_IMOTIF_4935,26.73,0.43
V2_IMOTIF_4936,21.91,0.436
V2_IMOTIF_4937,23.76,0.433
V2_IMOTIF_4938,29.01,0.416
V2_IMOTIF_4939,30.09,0.416
V2_IMOTIF_494,1.72,0.287
V2_IMOTIF_4940,21.67,0.401
V2_IMOTIF_4941,32.11,0.422
V2_IMOTIF_4942,29.12,0.391
V2_IMOTIF_4943,37.21,0.497
V2_IMOTIF_4944,34.68,0.493
V2_IMOTIF_4945,16.57,0.0
V2_IMOTIF_4946,14.04,0.0
V2_IMOTIF_4947,14.84,0.0
V2_IMOTIF_4948,17.92,0.0
V2_IMOTIF_4949,38.34,0.0
V2_IMOTIF_495,7.93,0.294
V2_IMOTIF_4950,27.33,0.0
V2_IMOTIF_4951,25.55,0.495
V2_IMOTIF_4952,32.54,0.495
V2_IMOTIF_4953,24.09,0.546
V2_IMOTIF_4954,32.57,0.356
V2_IMOTIF_4955,27.3,0.382
V2_IMOTIF_4956,21.38,0.395
V2_IMOTIF_4957,22.05,0.435
V2_IMOTIF_4958,34.36,0.516
V2_IMOTIF_4959,25.88,0.496
V2_IMOTIF_496,17.98,0.0
V2_IMOTIF_4960,27.52,0.255
V2_IMOTIF_4961,34.91,0.541
V2_IMOTIF_4962,22.23,0.548
V2_IMOTIF_4963,22.38,0.376
V2_IMOTIF_4964,23.46,0.435
V2_IMOTIF_4965,16.53,0.433
V2_IMOTIF_4966,14.78,0.373
V2_IMOTIF_4967,21.89,0.399
V2_IMOTIF_4968,16.56,0.381
V2_IMOTIF_4969,29.07,0.58
V2_IMOTIF_497,-0.35,0.338
V2_IMOTIF_4970,19.48,0.514
V2_IMOTIF_4971,25.42,0.492
V2_IMOTIF_4972,22.15,0.447
V2_IMOTIF_4973,25.77,0.389
V2_IMOTIF_4974,28.92,0.372
V2_IMOTIF_4975,19.75,0.425
V2_IMOTIF_4976,15.88,0.425
V2_IMOTIF_4977,14.83,0.425
V2_IMOTIF_4978,19.18,0.55
V2_IMOTIF_4979,23.96,0.439
V2_IMOTIF_498,0.95,0.0
V2_IMOTIF_4980,15.31,0.505
V2_IMOTIF_4981,19.16,0.489
V2_IMOTIF_4982,23.54,0.485
V2_IMOTIF_4983,5.01,0.0
V2_IMOTIF_4984,16.26,0.51
V2_IMOTIF_4985,26.79,0.515
V2_IMOTIF_4986,5.8,0.0
V2_IMOTIF_4987,18.54,0.0
V2_IMOTIF_4988,29.69,0.408
V2_IMOTIF_4989,17.28,0.0
V2_IMOTIF_499,3.6,0.0
V2_IMOTIF_4990,25.76,0.379
V2_IMOTIF_4991,45.93,0.398
V2_IMOTIF_4992,39.7,0.307
V2_IMOTIF_4993,31.43,0.28
V2_IMOTIF_4994,42.84,0.405
V2_IMOTIF_4995,38.81,0.378
V2_IMOTIF_4996,41.65,0.434
V2_IMOTIF_4997,33.08,0.428
V2_IMOTIF_4998,28.51,0.405
V2_IMOTIF_4999,21.38,0.406
V2_IMOTIF_5,-0.43,0.0
V2_IMOTIF_50,-0.5,0.0
V2_IMOTIF_500,22.96,0.25
V2_IMOTIF_5000,15.06,0.524
V2_IMOTIF_5001,27.86,0.37
V2_IMOTIF_5002,25.23,0.467
V2_IMOTIF_5003,19.15,0.483
V2_IMOTIF_5004,23.55,0.575
V2_IMOTIF_5005,19.92,0.489
V2_IMOTIF_5006,25.52,0.523
V2_IMOTIF_5007,19.77,0.53
V2_IMOTIF_5008,11.33,0.0
V2_IMOTIF_5009,22.79,0.417
V2_IMOTIF_501,0.04,0.378
V2_IMOTIF_5010,35.84,0.331
V2_IMOTIF_5011,28.01,0.335
V2_IMOTIF_5012,22.51,0.359
V2_IMOTIF_5013,11.49,0.378
V2_IMOTIF_5014,19.47,0.414
V2_IMOTIF_5015,15.22,0.423
V2_IMOTIF_5016,13.66,0.476
V2_IMOTIF_5017,26.53,0.366
V2_IMOTIF_5018,31.87,0.488
V2_IMOTIF_5019,27.52,0.345
V2_IMOTIF_502,-0.32,0.0
V2_IMOTIF_5020,21.15,0.361
V2_IMOTIF_5021,24.61,0.377
V2_IMOTIF_5022,29.21,0.366
V2_IMOTIF_5023,30.61,0.45
V2_IMOTIF_5024,5.47,0.45
V2_IMOTIF_5025,7.94,0.369
V2_IMOTIF_5026,19.25,0.43
V2_IMOTIF_5027,26.1,0.445
V2_IMOTIF_5028,25.16,0.444
V2_IMOTIF_5029,22.03,0.444
V2_IMOTIF_503,27.53,0.186
V2_IMOTIF_5030,18.93,0.0
V2_IMOTIF_5031,20.05,0.45
V2_IMOTIF_5032,22.02,0.374
V2_IMOTIF_5033,24.49,0.477
V2_IMOTIF_5034,26.4,0.386
V2_IMOTIF_5035,17.71,0.438
V2_IMOTIF_5036,21.93,0.472
V2_IMOTIF_5037,15.74,0.403
V2_IMOTIF_5038,15.28,0.388
V2_IMOTIF_5039,12.91,0.388
V2_IMOTIF_504,14.6,0.0
V2_IMOTIF_5040,25.12,0.357
V2_IMOTIF_5041,22.69,0.357
V2_IMOTIF_5042,20.37,0.386
V2_IMOTIF_5043,19.0,0.506
V2_IMOTIF_5044,29.45,0.502
V2_IMOTIF_5045,18.63,0.502
V2_IMOTIF_5046,19.47,0.335
V2_IMOTIF_5047,15.49,0.501
V2_IMOTIF_5048,33.0,0.36
